CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
21-06-1338-46,21-016,JALAPA,MONJAS,INSTITUTO TECNICO INDUSTRIAL 'MIGUEL FARADAY',BARRIO LA LIBERTAD,52971434.0,ANA GLORIA MOLINA TEO,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-06-1339-46,21-003,JALAPA,MONJAS,INSTITUTO TECNICO INDUSTRIAL ALBERT EINSTEIN,BARRIO EL PORVENIR,52589094.0,IRIS VICTORIA TEO ORELLANA,HUGO FRANCISCO NÁJERA LÓPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-06-1426-46,21-016,JALAPA,MONJAS,COLEGIO TECNICO MIXTO MONTE NEVADO DE ORIENTE,BARRIO EL PORVENIR,,ANA GLORIA MOLINA TEO,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-0063-46,21-020,JALAPA,MATAQUESCUINTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON ELENA,38366101.0,MARIA FERNANDA AGUILAR REYES,ANA REBECA HERRERA JACOBO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-0080-46,21-019,JALAPA,MATAQUESCUINTLA,INSTITUTO TECNICO INDUSTRIAL ALBERT EINSTEIN,CANTON BARRIOS,79225573.0,IDALIA OLINA GONZALEZ REYES,---,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA
21-07-0081-46,21-020,JALAPA,MATAQUESCUINTLA,"INSTITUTO TÉCNICO INDUSTRIAL ""ALBERT EINSTEIN""",4A. AV. 1-61 ZONA 3 CANTON CALVARIO,47966181.0,MARIA FERNANDA AGUILAR REYES,JOSUÉ DAVID POLANCO MONTERROSO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-0089-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMATICA COMPUMASTER,2A. AVENIDA 7-06 ZONA 4,55812698.0,MARIA FERNANDA AGUILAR REYES,HENRY MANRIQUE REYES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-0095-46,21-020,JALAPA,MATAQUESCUINTLA,"COLEGIO PARTICULAR MIXTO ""SAN JOSÉ""",ALDEA SAN JOSE,32486684.0,MARIA FERNANDA AGUILAR REYES,SANDRA LILIANA MUÑOZ LÉMUS,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-0097-46,21-019,JALAPA,MATAQUESCUINTLA,"COLEGIO PARTICULAR MIXTO ""LA SAGRADA FAMILIA""",3A. CALLE 6-04 ZONA 2 CANTÓN CALVARIO,79242042.0,IDALIA OLINA GONZALEZ REYES,AMILCAR PEREZ RAMIREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JALAPA
21-07-0098-46,21-019,JALAPA,MATAQUESCUINTLA,"INSTITUTO TÉCNICO INSDUSTRIAL ""ALBERT EINSTEIN""","4A. AVENIDA 1-61 ZONA 3, CANTÓN CALVARIO",47966181.0,IDALIA OLINA GONZALEZ REYES,JOSUÉ DAVID POLANCO MONTERROSO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-0101-46,21-019,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMÁTICA COMPUMASTER,"2A. AVENIDA 7-06, ZONA 4",55812698.0,IDALIA OLINA GONZALEZ REYES,HENRY MANRIQUE REYES,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-0110-46,21-018,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMÁTICA COMPUMASTER,2A. AV. 7-06 ZONA 4,55812698.0,MARIO LEONEL SANDOVAL MARTINEZ,HENRY MANRIQUE REYES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
21-07-0111-46,21-019,JALAPA,MATAQUESCUINTLA,COLEGIO LAUDE,5A. AV. 4-32 ZONA 3,36087926.0,IDALIA OLINA GONZALEZ REYES,ORFA EUNICE GONZÁLEZ GOMÉZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-0119-46,21-020,JALAPA,MATAQUESCUINTLA,"COLEGIO PARTICULAR MIXTO ""DIVINO MAESTRO""",3A. AVENIDA 1-44 ZONA 3,79242216.0,MARIA FERNANDA AGUILAR REYES,JUAN JOSÉ LÓPEZ ALBIZURES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-0122-46,21-020,JALAPA,MATAQUESCUINTLA,"COLEGIO PARTICULAR MIXTO ""DIVINO MAESTRO""",3A. AVENIDA 1-44 ZONA 3,79242216.0,MARIA FERNANDA AGUILAR REYES,JUAN JOSÉ LÓPEZ ALBIZURES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-0124-46,21-018,JALAPA,MATAQUESCUINTLA,"COLEGIO PARTICULAR MIXTO ""LA SAGRADA FAMILIA""",3RA. CALLE 6-04 ZONA 2,30640255.0,MARIO LEONEL SANDOVAL MARTINEZ,AMILCAR PÉREZ RAMÍREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JALAPA
21-07-0273-46,21-020,JALAPA,MATAQUESCUINTLA,INSTITUTO DIVERSIFICADO MUNICIPAL DE PERITO CONTADOR,"1RA. CALLE 1-19 ZONA 2, CANTON CALVARIO",51959975.0,MARIA FERNANDA AGUILAR REYES,LUIS OSWALDO DONIS DURÁN,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JALAPA
21-07-0402-46,21-019,JALAPA,MATAQUESCUINTLA,DE ENSEÑANZA,"MATAQUESCUINTLA, JALAPA",,IDALIA OLINA GONZALEZ REYES,DESCONOCIDO,COOPERATIVA,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JALAPA
21-07-0933-46,21-020,JALAPA,MATAQUESCUINTLA,"COLEGIO PARTICULAR MIXTO ""LA SAGRADA FAMILIA""",3A. CALLE 6-04 ZONA 2 CANTON CALVARIO,79242042.0,MARIA FERNANDA AGUILAR REYES,AMILCAR PEREZ RAMIREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-1269-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMATICA COMPUMASTER,2A. AVENIDA 7-06 ZONA 4,55812698.0,MARIA FERNANDA AGUILAR REYES,HENRY MANRIQUE REYES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-07-1416-46,21-020,JALAPA,MATAQUESCUINTLA,"COLEGIO PARTICULAR MIXTO ""LA SAGRADA FAMILIA""",3A. CALLE 6-04 ZONA 2 CANTON CALVARIO,79242042.0,MARIA FERNANDA AGUILAR REYES,AMILCAR PEREZ RAMIREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-1463-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO MIXTO DEL SAGRADO CORAZON,CANTON ELENA,57701693.0,MARIA FERNANDA AGUILAR REYES,HÉCTOR ADÁN JUÁREZ MORALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA
22-01-0014-46,22-013,JUTIAPA,JUTIAPA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,"COMPLEJO EDUCATIVO, BARRIO EL CONDOR",78441241.0,RONY ESMELTZER RAMOS QUIÑONEZ,MIRZA ELIZABETH ARAGÓN POLANCO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0017-46,22-003,JUTIAPA,JUTIAPA,COLEGIO TECNICO PROFESIONAL SAN CRISTOBAL,7A. CALLE 5-30 ZONA 1,78441530.0,REMBERTO RECINOS SARCEÑO,DELMY ASTRID MÉNDEZ POLANCO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0019-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO -INTECPADI-,"5A. CALLE 5-43, ZONA 1",78442296.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,RONI ERNESTO RECINOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0020-46,22-001,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO DE MAGISTERIO,1A. AVENIDA 4-64 ZONA 1,78442157.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,ISRAEL JOSUÉ VÁSQUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0022-46,22-037,JUTIAPA,JUTIAPA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE MERCADOTECNIA Y PUBLICIDAD DE ORIENTE,5A. AV. 7-35 ZONA 1,78441530.0,SANDRA NINNETH BONILLA ARCHILA,JORGE MARIO AGUILAR RETANA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0221-46,22-009,JUTIAPA,JUTIAPA,"COLEGIO PARTICULAR MIXTO INTEGRAL ""EVOLUCION""",7A. CALLE 8A. AVENIDA 7-49 ZONA 3 BARRIO EL CHAPARRON,78443090.0,GAUDY YADIRA ISABEL IXCHOP AMBROCIO,MILDRED ESPERANZA VILLANUEVA DE FLORIAN,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0222-46,22-001,JUTIAPA,JUTIAPA,"COLEGIO PARTICULAR MIXTO INTEGRAL ""EVOLUCION""",7A. CALLE 8A. AVENIDA 7-49 ZONA 3 BARRIO EL CHAPARRON,57313172.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,MIGUEL ANGEL MARTINEZ DE LA VEGA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0254-46,22-001,JUTIAPA,JUTIAPA,"LICEO ""CREZCO APRENDIENDO""","7A. CALLE ENTRE 6A. Y 7A. AVENIDA ZONA 3, BARRIO EL CHAPARRON",78442263.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,CINDY VIOLETA MANSILLA ARROYO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0255-46,22-001,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO DE MAGISTERIO,1RA. AVENIDA 4-64 ZONA 1,78442157.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,JORGE OMAR VÁSQUEZ LEÓN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0256-46,22-007,JUTIAPA,JUTIAPA,ESCUELA DE ESTUDIOS PENITENCIARIOS,"3ERA. BRIGADA MILITAR DE INFANTERIA, ALDEA CERRO GORDO",,WILMER OBED RAMIREZ LINARES,JULIO MARTIN CASTELLANOS PEÑA,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0261-46,22-001,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO EL PILAR,5TA. CALLE 5-09 ZONA 1,78446397.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,MANUEL ESTUARDO VALDÉZ PAZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0262-46,22-001,JUTIAPA,JUTIAPA,LICEO JUTIAPA,4TA. CALLE 1-53 ZONA 1,78441008.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,ALVARO CISNEROS QUIÑONEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0270-46,22-003,JUTIAPA,JUTIAPA,COLEGIO EL BOSQUE,ALDEA EL CHILTEPE,78442277.0,REMBERTO RECINOS SARCEÑO,INGRID CAROL JUAREZ DOMINGUEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0275-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TECNOLOGICO BILINGUE,9A. AVE. 7-59 ZONA 1,78442338.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,OSIEL DIONICIO VIVAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0277-46,22-003,JUTIAPA,JUTIAPA,INSTITUTO TECNOLOGICO DE COMPUTACION DE ORIENTE ITCO,"8VA. CALLE 4-42 ZONA 1, BARRIO LATINO",58248045.0,REMBERTO RECINOS SARCEÑO,JONATHAN GABRIEL AZMITIA GONZÁLEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0282-46,22-003,JUTIAPA,JUTIAPA,"COLEGIO PARTICULAR MIXTO ""GENESIS""","8A. AVENIDA 7-33 ZONA 3, BARRIO EL CHAPARRON",78446178.0,REMBERTO RECINOS SARCEÑO,ALBA YESENIA ALARCON HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0295-46,22-013,JUTIAPA,JUTIAPA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,"COMPLEJO EDUCATIVO, BARRIO EL CONDOR.",58436203.0,RONY ESMELTZER RAMOS QUIÑONEZ,MARTA LUISA BONILLA GARCÍA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0298-46,22-005,JUTIAPA,JUTIAPA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,"ALDEA LOS ANONOS, CANTON VALENCIA",47704740.0,EDGAR ARNULFO GONZALEZ GUDIEL,FREDY ESTUARDO SICÁ CUYUCH,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0300-46,22-037,JUTIAPA,JUTIAPA,"COLEGIO PARA TRABAJADORES ""PROF. CARLOS ARMANDO CÁMBARA GARCÍA""","ENTRADA AL COMPLEJO EDUCATIVO, 0-16 ZONA 3",58251449.0,SANDRA NINNETH BONILLA ARCHILA,EDGAR ARNULFO GONZÁLEZ GUDIEL,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0302-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TÉCNICO PARTICULAR DE DIVERSIFICADO -INTECPADI-,5TA. CALLE 5-43 ZONA 1,78442296.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,RONI ERNESTO RECINOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0304-46,22-003,JUTIAPA,JUTIAPA,COLEGIO NUEVOS HORIZONTES,"CASERÍO VILLA HERMOSA, CANTÓN POTRERO GRANDE",33014043.0,REMBERTO RECINOS SARCEÑO,ESTRELLITA NORICELDA RAMÍREZ CABRERA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0305-46,22-013,JUTIAPA,JUTIAPA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,"COMPLEJO EDUCATIVO, BARRIO EL CONDOR",46863273.0,RONY ESMELTZER RAMOS QUIÑONEZ,JESSICA IVETH AVILA ARCHILA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0306-46,22-001,JUTIAPA,JUTIAPA,CENTRO DE ESTUDIOS DIVERSIFICADOS -CED- JUTIAPA,ALDEA LAS CRUCITAS,41589757.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,ANA MARÍA SANDOVAL MORAN,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0310-46,22-003,JUTIAPA,JUTIAPA,"LICEO EDUCATIVO INNOVADOR ""LEISAR""","7A. AVENIDA 5-24, BARRIO EL CHAPARRON, ZONA 3,",78441031.0,REMBERTO RECINOS SARCEÑO,REGNIER ANTONIO VELÁSQUEZ DONIS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0312-46,22-037,JUTIAPA,JUTIAPA,"LICEO EDUCATIVO INNOVADOR ""LEISAR""","7A. AVENIDA 5-24, BARRIO EL CHAPARRON, ZONA 3,",78441031.0,SANDRA NINNETH BONILLA ARCHILA,REGNIER ANTONIO VELÁSQUEZ DONIS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0314-46,22-037,JUTIAPA,JUTIAPA,COLEGIO EL BOSQUE,ALDEA EL CHILTEPE,41875134.0,SANDRA NINNETH BONILLA ARCHILA,INGRID CAROL JUAREZ DOMINGUEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0320-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO -INTECPADI-,5TA. CALLE 5-43 ZONA 1,78442296.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,RONI ERNESTO RECINOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0321-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO -INTECPADI-,5TA. CALLE 5-43 ZONA 1,78442296.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,RONI ERNESTO RECINOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-01-0328-46,22-001,JUTIAPA,JUTIAPA,COLEGIO GUATEMALA,CALLEJON GARCIA GRANADOS 1-16 ZONA 1,55581840.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,EBA CANDELARIA LÉMUS RAMOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0329-46,22-013,JUTIAPA,JUTIAPA,LICEO ORIENTAL,"KILOMETRO 116 CARRETERA INTERAMERICANA, ALDEA CERRO GORDO",42198113.0,RONY ESMELTZER RAMOS QUIÑONEZ,ERIKA MARINA ORDOÑEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0334-46,22-003,JUTIAPA,JUTIAPA,"ESCUELA EN CIENCIAS DE LA COMUNICACIÓN ""ECCO II""","6A. CALLE 11-29 ZONA 4 EN RESIDENCIALES SAN VICENTE, BARRIO EL CHAPARRON",78440228.0,REMBERTO RECINOS SARCEÑO,NANCY PAOLA MARTÍNEZ MEDRANO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0335-46,22-003,JUTIAPA,JUTIAPA,"ESCUELA EN CIENCIAS DE LA COMUNICACIÓN ""ECCO II""","6A. CALLE 11-29 ZONA 4 EN RESIDENCIALES SAN VICENTE, BARRIO EL CHAPARRON",78440228.0,REMBERTO RECINOS SARCEÑO,NANCY PAOLA MARTÍNEZ MEDRANO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0336-46,22-003,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO GÉNESIS,"08 CALLE 7-33 ZONA 3, BARRIO EL CHAPARRON",78446178.0,REMBERTO RECINOS SARCEÑO,ALBA YESENIA ALARCON HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0337-46,22-024,JUTIAPA,JUTIAPA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,ALDEA CIUDAD PEDRO ALVARADO,54125788.0,CARLOS OBDULIO OROZCO REYES,CLAUDIA PATRICIA DAVILA RAMIREZ,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0338-46,22-001,JUTIAPA,JUTIAPA,LICEO JUTIAPA,"4A. CALLE 1-53 ZONA 1, JUTIAPA, JUTIAPA.",78441008.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,HELIN BETZAIDA FLORES ALEJANDRO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-01-0340-46,22-003,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO GENESIS,"7A. CALLE Y 8A. AVENIDA 7-49 ZONA 3, BARRIO EL CHAPARRON",78446178.0,REMBERTO RECINOS SARCEÑO,ALBA YESENIA ALARCON HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-01-0342-46,22-001,JUTIAPA,JUTIAPA,"COLEGIO ""SAN FRANCISCO""","2A. CALLE 5-98 ZONA 3, BARRIO LA FEDERAL",78440300.0,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,MÓNICA VICTORIA VELÁSQUEZ CORADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0350-46,22-003,JUTIAPA,JUTIAPA,"COLEGIO PARTICULAR MIXTO ""EBEN EZER""",7MA. CALLE Y 8VA. AVENIDA 7-49 ZONA 3,30085046.0,REMBERTO RECINOS SARCEÑO,FIBI JUDITH LEMUS HERNÁNDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JUTIAPA
22-01-0354-46,22-003,JUTIAPA,JUTIAPA,"COLEGIO TECNICO PROFESIONAL ""SAN CRISTOBAL""","5TA. AVENIDA 7-35 ZONA 1, BARRIO LATINO",78441530.0,REMBERTO RECINOS SARCEÑO,DELMY ASTRID MÉNDEZ POLANCO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0361-46,22-003,JUTIAPA,JUTIAPA,"COLEGIO EVANGÉLICO DE EDUCACIÓN INTEGRAL ""ELIM""",4TA. CALLE 2-05 ZONA 3,47231479.0,REMBERTO RECINOS SARCEÑO,MIRNA ARACELY CONTRERAS ARANA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0363-46,22-037,JUTIAPA,JUTIAPA,"COLEGIO EVANGÉLICO DE EDUCACIÓN INTEGRAL ""ELIM""",4TA. CALLE 2-05 ZONA 3,47231479.0,SANDRA NINNETH BONILLA ARCHILA,YERLIN INDIRA MARTÍNEZ LORENZANA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0368-46,22-003,JUTIAPA,JUTIAPA,LICEO TECNOLÓGICO BILINGÜE GÉNESIS,"7A. CALLE Y 8A. AVENIDA 7-49 ZONA 3, BARRIO EL CHAPARRON",78446178.0,REMBERTO RECINOS SARCEÑO,ALBA YESENIA ALARCON HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0370-46,22-003,JUTIAPA,JUTIAPA,LICEO TECNOLÓGICO BILINGÜE GÉNESIS,"7A. CALLE Y 8A. AVENIDA 7-49 ZONA 3, BARRIO EL CHAPARON",78446178.0,REMBERTO RECINOS SARCEÑO,ALBA YESENIA ALARCON HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0372-46,22-003,JUTIAPA,JUTIAPA,COLEGIO GENIUS AMERICANO,CARRETERA INTERAMERICANA KILOMETRO 114.5 ALDEA CERRO GORDO,78286000.0,REMBERTO RECINOS SARCEÑO,HELEANA MARÍA GARCÍA CARRILLO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0373-46,22-013,JUTIAPA,JUTIAPA,"COLEGIO ""LICEO CIENTÍFICO DE ORIENTE""",12 AVENIDA 06-017 ZONA 1 CALLE AL COMPLEJO,59493731.0,RONY ESMELTZER RAMOS QUIÑONEZ,DULCE MARÍA VÁSQUEZ GONZÁLEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0374-46,22-013,JUTIAPA,JUTIAPA,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA INED ""2 DE JUNIO""","COMPLEJO EDUCATIVO, BARRIO EL CONDOR",77968382.0,RONY ESMELTZER RAMOS QUIÑONEZ,PAOLA WANDALY VIRGILL MARTÍNEZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0375-46,22-013,JUTIAPA,JUTIAPA,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA INED ""2 DE JUNIO""","COMPLEJO EDUCATIVO, BARRIO EL CONDOR",59113300.0,RONY ESMELTZER RAMOS QUIÑONEZ,KIMBERLY EUNICE RAMIREZ ESTEBAN,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0376-46,22-038,JUTIAPA,JUTIAPA,PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA -PRONEA-,COMPLEJO EDUCATIVO BARRIO EL CONDOR,77908100.0,MYNOR YOBANY MERLOS FLORIAN,MYNOR YOBANY MERLOS FLORIÁN,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,JUTIAPA
